Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
4.080447292,-6.674470367,-7.089407501,-1.681752777,9.881120676
4.090497292,-7.216792603,-6.715934143,-4.533023529,10.85053774
4.100547292,-8.023614807,-5.597160645,-6.412365417,11.69722326
4.110597292,-8.469537506,-4.464316406,-6.840175781,11.76652843
4.120648292,-9.283245392,-4.112996979,-6.383475494,11.99350443
4.130698292,-10.47701294,-4.201463013,-5.20572464,12.43059374
4.140748292,-10.74420731,-3.730841675,-3.379671936,11.86504752
4.150798292,-10.15338593,-3.284619598,-2.630479889,10.99087786
4.160848292,-8.839867401,-3.03404068,-1.120120697,9.412934128
4.170898292,-10.48329987,-2.979404297,0.571361847,10.91342661
4.180948292,-13.3149614,-2.970722351,1.026415558,13.68089607
4.190998292,-12.1072728,-0.890049133,-3.372486877,12.59967896
4.201048292,-10.29738647,1.397643585,-6.737938385,12.38504701
4.211098708,-11.78424454,1.530567169,-4.152065735,12.58772041
4.221148708,-13.21916061,0.80263092,-1.546733551,13.33352198
4.231198708,-12.28330673,2.015109558,-0.956959991,12.48423258
4.241248708,-10.68867279,3.798500977,-3.278182983,11.80774404
4.251298708,-10.87009552,3.644920349,-3.861519928,12.09775835
4.261348708,-12.37416779,4.148622894,-3.731590118,13.574088
4.271398708,-12.16265762,4.249213715,-4.539310455,13.65984616
4.281448708,-10.19365219,4.802163849,-3.64716568,11.84369622
4.291498708,-9.77841568,5.287304993,-2.1061203,11.31409519
4.301548708,-11.85759201,5.558540955,-2.562371521,13.34412281
